"ID","string","score"
"R/547a86c7d9cf14d5233069a2cd9f5","The airport yaks were bringing back the good ole days of A/S/L ...glad to be home in Geneseo lol",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5489c21c8ca041115051b94b2df74","Listening to Two Steps from Hell on the way to my final. Highly recommended. ",0
"R/547bdfbb0a676787daf52f23f2286","Good to be back ",0
"R/547e5165e52f0d18ce1e251e6f1b0","I'll admit it: I have yellow fever",0
"R/548c9ed0b643955d26801b390d071","So this guy just gave me his number and said anytime I need alcohol to text him. We talk casually and infrequently mostly about school work. If he was interested he woulda made a move by now right? ",0
"R/54854f68488ecdbddd3fef46e043f","Wutttt free coffee",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5480d172d80bbafb73edc2fa8b15c","Anyone in Guzman's Language and Culture class remember what we have to do for extra credit?",0
"R/547502f1ee605881c4396d6df3a64","Got to get that pre bus shit ",0
"R/54858cb30167f781de2401eedec66","honestly I enjoy finals week for the sole reason that I don't have to try to keep up a decent appearance cause everyone else looks like shit too ",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/548928ae77238d0f2a98387882b62","Should we be studying this hard for this goddamn theatre final? It's multiple choice anyway.",0
"R/5489f60e2957c5fcab025430afae5","When I'm writing a paper I am always so confident but once I get the grade for it..",0
"R/548ba0ce2060e3e0abdd68963dc24","Fuck a criminal ",0
"R/5487796b01d5f9db0938172539077","Anyone wanna swipe for a hungry guy without any money left on his meal plan? Forever grateful. ",0
"R/54805a00918a85e936406eea4788b","What the fuck happened last night ",0
"R/5486819a91dd701b74026a45cef48","Where the chow hound at?",0
"R/547ecdcf2f3d3efff98efd196db71","Gramatik",0
"R/547e08ba2f840d9528260108f9e3b","I take it back ",0
"R/5485b1d03226486c127082094bd2d","strictly 80s power ballads. that's how I roll ",0
"R/54748764904468c51d3c8c3bff843","I disapprove of the aquittal ALMOST as much as I disapprove of the subsequent rioting.",0
"R/5471828fd306d5f504a5447a63a9e","When your friends cock block to the fullest. ..",0
"R/547ff8493574246b9282a88cd360d","How come no body on this campus smokes crack?",0
"R/548c640a98c64e28ba4226ae7684e","Hope you had a good night you basic fucking thot",0
"R/547a4d4bbcc08f67d6c4210a5ad90","4 horny boys in wyoming",0
"R/547142e4bc19112137ef1195d8bf0","Im horny af. Any guy that wants to get laid text me (607)(205)(5255). All guys welcome.",0
"R/5488b72ce1fdec525f013385f080e","I don't understand how there is only three toilets in Milne that guys can use. ",0
"R/547278f0b26fd682765efde588e99","Where's my motherfucking bus!",0
"R/54712ca8e3e124cfb4d234fd2e8a8","About to punch anybody who wrongs me in the throat. #OnEdge",0
"R/54877fea83c6f8831a40f3b672d09","Really one of the only things I don't like about this school is how much everyone fucking studies and doesn't shut up about finals. It's so annoying",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/548636a0a99cda565efd3b9393a1a","It's the quiet section not the SILENT section. If you want silence sit in your room. ",0
"R/5488fd3e3274b7f8e71e430476b4b","Santa's gonna get a good surprise this holiday season eating the thc-imbued christmas cookies out in Colorado. ",0
"R/54751db2488e31a66e80d328e69f8","Whats there to do tn??",0
"R/5472bf77da45e028bd176bd84111d","It's times like these I just wanna stop existing",0
"R/548a2320665db45d39b76fed25564","What happened to those protesters on campus? They had so much momentum going ",0
"R/5471834c0eb66cff9798882e55097","To my liver I am sincerely sorry",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/548c7524b4c4d287fd6bdea372010","If someone has the need for $5 cash and has meal plan money can you please bring me a hot caramel macchiato with skim milk from Starbucks? I'm in the basement of Milne. ",0
"R/54855fe949b81ceafeed0c02d1f03","I don't know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzz's before tomorrow's class.",0
"R/548b9d1eaaa4e562a1c581d1c8f28","I just want a guy I can hardcore jam to fall out boy with. ",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/54712954af40594eb99dbede782a5","The update for yak is actually kinda cool",0
"R/547490fe5444f4f4778fed47d45af","IM IN LOVE WITH THE COCO",0
"R/547fe0743452f3a3cbb5812542ead","If finals were played in the form of a movie it would probably be like 300. A war that had lasted 2 weeks for Leonidas and his fellow Geneseo soldiers braving through the vigorous exams set by Profs",0
"R/5486b4229e0218e83836873fdab9a","Wait so... Hockey and DK don't like each other? And they're both pussies? Oh okay got it ",0
"R/54752558ed6275d935cb35fb34626","Anyone drinking tonight?",0
"R/5487f0acea11d184d1eb64213e657","Write my HUMN essay so I know it's real ",0
"R/54721aa38b3298259270b06a67a54","On adderall someone come over and get fucked rn",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/548bea3373db22e822dbed1ec8493","I can't fucking sleep ",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/5481c498255f0427a4d3806fcee7a","S/O to my shitty immune system for failing me right as finals come around....",0
"R/54855fe949b81ceafeed0c02d1f03","I don't know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzz's before tomorrow's class.",0
"R/5481640cd0240b9fedb59e3c66a1a","Learned the hard way. I still hate you. ",0
"R/547f7d41db765ea3b020002e27b35","So slumbery ",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/547b54309c297083b062f619d6370","Jerkin off",0
"R/547d2455ec33258c016c4551e4828","Omegle partyyy @geneseo.edu",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/54714c37b74d53a3076f65fec9c14","In the mood to fuck",0
"R/547c6d3ac861190893c55b9e3b9ca","Only thing I missed about Geneseo..... yik yak. ",0
"R/5481f5b1b6376f751ca4eaa416ed7","Ironic that all the people criticizing the protest are writing on an ANONYMOUS platform. If you really disagree with us show us your name & face.",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547a018bea7530c4e1aaf6fd63f8e","Pooping with the door open. Walking around naked. Doin what I want cause I'm bored as shittt",0
"R/547e5d620b7acfaa2673429052536","I still want a Hess truck for christmas",0
"R/5486aefdca461ac7586a2bc4b148b","It's funny how everyone attacks the hockey players ",0
"R/5473c0851c12b8cc32648aad43b9c","I will always remember you. Thanks the laughter ",0
"R/5489fa936bd4ae326f57a7b88a470","If ur taking the minimum amount of credits allowed and u fail a class what happena",0
"R/54755de547ff68c5a64bfe40a0fe5","Might be stuck here until Thursday 💁🔫",0
"R/54898e4da849f873227a25a12f9e6","Someone help! My GPA is falling and I can't get it up!",0
"R/54761989ee488d1660467638b6784","Kegger at lous",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5471828fd306d5f504a5447a63a9e","When your friends cock block to the fullest. ..",0
"R/54887bd9281216d09076bdbfa99c6","To pop an addy today or nah that is the question...",0
"R/548740cac656a259aa996ff8d3b14","Does positively (or negatively) filling out a SOFI really impact your grade from the professor. ",0
"R/54761b549e5588aff25e7c2adea11","Is the library open? I need to print something out. Can't find a computer/printer at the Union lol",0
"R/548bf74467c066a0ded2c581034fe","So girls at the statesmen: how do you want us to approach you? Slowly? Quickly? Ask first? Just start grinding away? Help a guy out here. ",0
"R/548cb31384ee04e17af8d645202dc","Would you like a nice menorah to go along with that fake ass christmas tree??",0
"R/54883abff068f40a6208d6493e19f","Wesp better be dropping the lowest damn grade otherwise my GPA is yelling timber",0
"R/547420fc08e12ec66d2488ff3a256","Please check your privilege before you say anything about Ferguson. And for god's sake respect the life of Michael Brown as well as his family. He was only 18.  We need to provide support not fight.",0
"R/5475daceeea48a3e4792b3359dd74","Dedication is driving to work with a flat tire so you can get to work on time...",0
"R/547ccdc30be2589e51609fc80c076","Just start reporting all the reposts. Then they won't exist anymore and we can stop dealing with this bull shit",0
"R/547d46aa4d45e840c85a0baafe5a0","Cuz we're not socks ",0
"R/5470fb1a184ca42dc9bc5a90c6148","The sauce...you're using a little too much sauce...",0
"R/547f41e5ab45c63e7141e63193339","I couldn't do it. I was sitting right there on the ISC top floor and I couldn't jump. I wanted to but I couldn't. Now I'm sitting here and I can't even cut myself. I'm afraid of pain",0
"R/547fd5199470dda1fc0bd73b0ab53","All you need during finals is a good bong hit. ",0
"R/5480297c0a0ac3cf193443fc37bd0","Geneseo needs a club for all-nighters during finals week. What is open at this hour?",0
"R/5474ee4f50d0900215cb1b37bb651","I don't give a shit if the people in Missouri destroy their town who the hell do they think they are punishing?",0
"R/54890e65a8e111a68e47e5f1a6ebd","Well I failed music 110 with a 67 shit",0
"R/547773be7f32f9ca549079d5d610e","the deadness of yak is sad... someone post!",0
"R/547d1eb7314280faea46a80406217","I was hotter junior year of highschool ",0
"R/548ac6ed9742ebd06ceffbac66007","My eyes are so bloodshot holy shit",0
"R/5477e1d630b7d932840c09134ff59","how wanna fuck? (; ",0
"R/5489fdf28b3303e5aee908c2c6d5d","How are people studying for Geiger's orgo exam? Tips? 50 multiple choice questions. ",0
"R/548b7550a92b5d14281775396ae6f","I just want to feel normal",0
"R/5480dd1ec522ee414d38e957d86a7","Thank god man created the head nod to avoid having that awkward 2 second conversations with people you pass while walking",0
"R/547503f2859b965c4bc71cf45e8a4","CANT STOP THE BUS #GOBBLE",0
"R/54822bea1647896933b05fdd4f689","does it hurt really bad to get your nipples pierced? ",0
"R/5473c0851c12b8cc32648aad43b9c","I will always remember you. Thanks the laughter ",0
"R/547de8e8d770ea5378a5e1130e693","Yoooo it's not a spinning yak when you refresh the feed anymore. ",0
"R/547f89f7a0c68b4f457640b1e9216","Yo fuck kappa sig try and come at MAC again well fuck you up pussies",0
"R/548a65792aa80226850378db9e9af","It hurts but I won't fight you you suck anyways you make me wanna die me to finals. ",0
"R/54843d6fc5f1387c5c2b82d1e81d9","My solid adderall dick isn't gonna ride itself rn. Kik?",0
"R/5488bd91bb9e58ab683626dccdcfe","Only reason I have sex anymore is because it rips my core. Haven't felt that special sumthin sumthin for a long time",0
"R/548a29f4254c30226aaba1214ea29","I don't act gay but if I like you I'll relentlessly make eye contact and tap my foot ",0
"R/547bae0bcc094a986e154ee7610ee","What time is Southside open to tn?",0
"R/547ea2b599e1de27b5ea1cf368ca6","I feel like washing hands after taking a piss is sort of superstition.",0
"R/54875672b057d7c2ca55c66031a14","Victoria's secret fashion show is on tonight",0
"R/54816c93dbf46470c714142d49fc8","The MAC president is the cutest thing ever",0
"R/54867e0d4b9ea595b4c38a6dc5e37","Tired and hungry are battling it out right now. ",0
"R/547154a2ced13b919c2887820d21b","Is a 3 way a 3 way If one person just watches? ",0
"R/548941f77c3a2a9896f59335f21d1","If anyone wants to talk add me on kik anon5502",0
"R/5475065c9b354b3305652f001e5e4","AKPSI IS FOR LOOZERS DORKS AND NURDS LOL ",0
"R/548cc0e46a71a58132b1eec56132f","Wanna fuck tonight girl looking for some dick",0
"R/5483bb2af350195871e829024f699","I heard there's an open at Zbxi tonight ",0
"R/547603b89f1d1b0bd9cacab8728f5","Who's at the Union?",0
"R/547203eb9ab59c91abebe9ba6c011","you ought to know...",0
"R/54750905284900596617090137197","The driver on the westbury bus is the shit 😍",0
"R/548289bd0a16782544cc1c97555e7","I can't tell if I miss my ex or if I just miss having someone to care about and love you",0
"R/547e47ae4af3bc78ea92b6ffce1d2","Finals make everything else that happens in life seem 10x worse than it actually is",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/547c892a8f788fb076c8d4193ba58","Woke up showered got back in bed. Off to a bad start",0
"R/5471514b26b24e897a64da8201716","I got an iPhone cause I saw that iPhone users get laid more... Still waiting on results ",0
"R/547e578c0280d7600127dea35cfc7","Why are all the RL models young and skinny but all the clothes are cut for retired dudes in their mid-forties? ",0
"R/54712b22708deea0263d328e64b6e","What should I get from main moon?",0
"R/548b1c3e2539921b6b7e1c249af26","Developmental Psychopathology will be the death of me",0
"R/547c47f49a5e0c709233ed74ab5fe","Roommates alarm just went off and I haven't gone to bed yet. procrastination at its finest",0
"R/5474f1c35a1be3d265c58dd8cf60e","Things at geneseo go miraculously wrong..:",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/54750feed2de1e2e42bf204097857","Lets get cocked!",0
"R/5475eb6f3341a00cf9edd4b52876d","Where can I find a printer to print out my bus ticket? ",0
"R/5484fae994ea01f0ed0e4d59f9c38","Anyone struggling with Revekant's accounting 103 hw?",0
"R/54868810a48d0e79ed856c71d1f4b","Redhead girl that works at south 😍",0
"R/5477e5f1e83c594f69f1acbb50739","I need to get a side bitch before I can worry about getting a main bitch #priorities",0
"R/5482cd3deb7edd2d599fd55e05874","I just had sexxxxxx and it felt so good (felt so good)",0
"R/547bc01313ef40f994b3495da3ecd","I live too close to an elementary school at home so I didn't even get to see my town's yak game.",0
"R/547f789dae70552924a006d832c9c","Who are these assholes in my soc 105 class?",0
"R/5482c59f3242b889480677985ebb0","I'm sexually charged right now but like can't get it fixed",0
"R/548551655c858459b08e38086f5a0","Does it bother anyone else that the food on TV is never actually eaten? Where does it all go why don't they just really eat it instead of pretending?????? ",0
"R/548882f3ece72b0e39f9ba84cc87f","Appreciating the little things like this new bar of soap.",0
"R/547dbb2d0395feb0b65948f521864","Fuck rlk. They are nerd loser whores and a wannabe sorority that pretends they don't want to be a sorority #rlgay Downvote this I dare you there are a million of you anyway. ",0
"R/5476b759d8839ea3c539eb7b2ee8b","Has anyone ever successfully met up with someone from a yak?",0
"R/547ca5648648555ccc314337e4997","Chill ",0
"R/547ce03c0b4ff61f343c03453dac1","Where is the down vote feature where it is needed most Facebook?",0
"R/548a6f73c40789278b06ff3e61e43","I just wanna get my ass torn apart",0
"R/54824fcbab86692808bfd36098233","Does anyone know where chowhound is rn?",0
"R/547c0745ef36facd3f9068f616760","She's single again... Gonna give it a week tops and swooce in for the rebound. ",0
"R/548905365cf91aac2ea049068c3ab","Why do guys like boobs so much? I just don't understand",0
"R/547c9d2910d9429a1bf280eacf973","If one more person talks about how the yaks in their hometown sucked I will personally shove a yak up your ass. ",0
"R/547f76f5ec5f7dc65381e39c4bf1d","I love finals said no one ever",0
"R/548bebede16620d6c6d51b222f567","Fuck you",0
